block_index,cell_id,family,stochastic,n,parameters_json,expected_matrices,recovered_matrices,completion_fraction,state
196,scaled_adversarial:bfa61de27cbbe219,scaled_adversarial,True,11,"{""epsilon"":0.01,""scale_range"":4.0}",20000,20000,1.0,complete
197,scaled_adversarial:e73afbc25af72981,scaled_adversarial,True,11,"{""epsilon"":0.01,""scale_range"":8.0}",20000,20000,1.0,complete
198,scaled_adversarial:17741976c2dfbd54,scaled_adversarial,True,11,"{""epsilon"":0.01,""scale_range"":12.0}",20000,20000,1.0,complete
199,scaled_adversarial:1c7b58eee2ed258c,scaled_adversarial,True,11,"{""epsilon"":1e-06,""scale_range"":2.0}",20000,20000,1.0,complete
200,scaled_adversarial:4fa46c9b0730babb,scaled_adversarial,True,11,"{""epsilon"":1e-06,""scale_range"":4.0}",20000,20000,1.0,complete
201,scaled_adversarial:693a2410d358b3b1,scaled_adversarial,True,11,"{""epsilon"":1e-06,""scale_range"":8.0}",20000,20000,1.0,complete
202,scaled_adversarial:44cc26aec2af2f93,scaled_adversarial,True,11,"{""epsilon"":1e-06,""scale_range"":12.0}",20000,20000,1.0,complete
203,scaled_adversarial:47817f90b3ae7eb7,scaled_adversarial,True,11,"{""epsilon"":1e-10,""scale_range"":2.0}",20000,20000,1.0,complete
204,scaled_adversarial:4aad419250638d2a,scaled_adversarial,True,11,"{""epsilon"":1e-10,""scale_range"":4.0}",20000,20000,1.0,complete
205,scaled_adversarial:5d1019a4ba6f1410,scaled_adversarial,True,11,"{""epsilon"":1e-10,""scale_range"":8.0}",20000,20000,1.0,complete
206,scaled_adversarial:a7078d089ccfa660,scaled_adversarial,True,11,"{""epsilon"":1e-10,""scale_range"":12.0}",20000,20000,1.0,complete
207,row_diagonal_dominant_random:93e6f52ebdb3ac55,row_diagonal_dominant_random,True,11,"{""alpha"":0.5}",20000,20000,1.0,complete
208,row_diagonal_dominant_random:03e59f7215597618,row_diagonal_dominant_random,True,11,"{""alpha"":0.3}",20000,20000,1.0,complete
209,row_diagonal_dominant_random:c6616c01f005a03d,row_diagonal_dominant_random,True,11,"{""alpha"":0.2}",20000,20000,1.0,complete
210,row_diagonal_dominant_random:85f3946f6e4679ec,row_diagonal_dominant_random,True,11,"{""alpha"":0.1}",20000,20000,1.0,complete
211,row_diagonal_dominant_random:2976d44433ad1387,row_diagonal_dominant_random,True,11,"{""alpha"":0.05}",20000,20000,1.0,complete
212,row_diagonal_dominant_random:8a85d76f30eb75a6,row_diagonal_dominant_random,True,11,"{""alpha"":0.02}",20000,20000,1.0,complete
213,row_diagonal_dominant_random:3cf57fa76b9a551c,row_diagonal_dominant_random,True,11,"{""alpha"":0.01}",20000,20000,1.0,complete
214,row_diagonal_dominant_random:4cbd4f5958f010f8,row_diagonal_dominant_random,True,11,"{""alpha"":0.005}",20000,20000,1.0,complete
215,row_diagonal_dominant_random:9493eb0855127051,row_diagonal_dominant_random,True,11,"{""alpha"":0.002}",20000,20000,1.0,complete
216,row_diagonal_dominant_random:c93186b88112adec,row_diagonal_dominant_random,True,11,"{""alpha"":0.001}",20000,20000,1.0,complete
217,row_diagonal_dominant_tridiagonal:982220238cdced02,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.5}",1,1,1.0,complete
218,row_diagonal_dominant_tridiagonal:f7dbde840db0a0a1,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.3}",1,1,1.0,complete
219,row_diagonal_dominant_tridiagonal:af932376a9e85180,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.2}",1,1,1.0,complete
220,row_diagonal_dominant_tridiagonal:c27ad42e3f6fa594,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.1}",1,1,1.0,complete
221,row_diagonal_dominant_tridiagonal:b140db102925b3ec,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.05}",1,1,1.0,complete
222,row_diagonal_dominant_tridiagonal:9c6a6927336fc423,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.02}",1,1,1.0,complete
223,row_diagonal_dominant_tridiagonal:a2ab9117ea3a1dfa,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.01}",1,1,1.0,complete
224,row_diagonal_dominant_tridiagonal:80f1643c77f70cd6,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.005}",1,1,1.0,complete
225,row_diagonal_dominant_tridiagonal:e81edd77eaa602f2,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.002}",1,1,1.0,complete
226,row_diagonal_dominant_tridiagonal:3cc535104b50d6a1,row_diagonal_dominant_tridiagonal,False,11,"{""alpha"":0.001}",1,1,1.0,complete
227,row_diagonal_dominant_rankone:9b1d06cd48c40ab2,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.5}",1,1,1.0,complete
228,row_diagonal_dominant_rankone:b2135906babb091e,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.3}",1,1,1.0,complete
229,row_diagonal_dominant_rankone:4b19e252ebf4e64e,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.2}",1,1,1.0,complete
230,row_diagonal_dominant_rankone:f77fdfb3efff94e7,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.1}",1,1,1.0,complete
231,row_diagonal_dominant_rankone:e9f8a9d621908331,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.05}",1,1,1.0,complete
232,row_diagonal_dominant_rankone:f5d1060d84da4649,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.02}",1,1,1.0,complete
233,row_diagonal_dominant_rankone:bbdf2ff377511d2a,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.01}",1,1,1.0,complete
234,row_diagonal_dominant_rankone:b724756e042d2640,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.005}",1,1,1.0,complete
235,row_diagonal_dominant_rankone:9248beec0335477a,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.002}",1,1,1.0,complete
236,row_diagonal_dominant_rankone:6689e0c35681572e,row_diagonal_dominant_rankone,False,11,"{""alpha"":0.001}",1,1,1.0,complete
237,row_diagonal_dominant_stochastic:021519ee0a19df7c,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.5}",20000,20000,1.0,complete
238,row_diagonal_dominant_stochastic:de30837b1853aaf8,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.3}",20000,20000,1.0,complete
239,row_diagonal_dominant_stochastic:85d04ae4513fe85f,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.2}",20000,20000,1.0,complete
240,row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.1}",20000,20000,1.0,complete
241,row_diagonal_dominant_stochastic:0530909e2322226a,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.05}",20000,20000,1.0,complete
242,row_diagonal_dominant_stochastic:f5393029996d2c29,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.02}",20000,20000,1.0,complete
243,row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.01}",20000,20000,1.0,complete
244,row_diagonal_dominant_stochastic:6bb9c9b7e1526958,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.005}",20000,20000,1.0,complete
245,row_diagonal_dominant_stochastic:103e29b8022442fa,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.002}",20000,20000,1.0,complete
246,row_diagonal_dominant_stochastic:3f149f338e70104c,row_diagonal_dominant_stochastic,True,11,"{""alpha"":0.001}",20000,20000,1.0,complete
247,spd_prescribed_spectrum:f3c8ebf0e249f88d,spd_prescribed_spectrum,True,11,"{""kappa"":10.0}",20000,20000,1.0,complete
248,spd_prescribed_spectrum:fd9c01d27036b31c,spd_prescribed_spectrum,True,11,"{""kappa"":100.0}",20000,20000,1.0,complete
249,spd_prescribed_spectrum:dc332cd1bfa688f6,spd_prescribed_spectrum,True,11,"{""kappa"":1000.0}",20000,20000,1.0,complete
250,spd_prescribed_spectrum:a954fd91076fe28c,spd_prescribed_spectrum,True,11,"{""kappa"":10000.0}",20000,20000,1.0,complete
251,spd_prescribed_spectrum:79fe5321ebe142a9,spd_prescribed_spectrum,True,11,"{""kappa"":100000.0}",20000,20000,1.0,complete
252,spd_prescribed_spectrum:4953545b5c68c921,spd_prescribed_spectrum,True,11,"{""kappa"":1000000.0}",20000,20000,1.0,complete
253,spd_prescribed_spectrum:70d7805e407478aa,spd_prescribed_spectrum,True,11,"{""kappa"":10000000.0}",20000,20000,1.0,complete
254,spd_prescribed_spectrum:fc3ee47b52f52cc7,spd_prescribed_spectrum,True,11,"{""kappa"":100000000.0}",20000,20000,1.0,complete
255,tnn_vandermonde_positive:d0b487e6f0518b72,tnn_vandermonde_positive,False,11,"{""cluster_parameter"":2.0,""node_type"":""equispaced_positive""}",1,1,1.0,complete
256,tnn_vandermonde_positive:5aaa1a7a23ee6d83,tnn_vandermonde_positive,False,11,"{""cluster_parameter"":2.0,""node_type"":""clustered_positive""}",1,1,1.0,complete
257,pascal:7b24b4808f94bc0d,pascal,False,11,{},1,1,1.0,complete
258,random_conditioned:3d4ea8f7b0b7ac02,random_conditioned,True,16,"{""condition_number"":100.0,""profile"":""geometric""}",20000,20000,1.0,complete
259,random_conditioned:f13d30e42b69e288,random_conditioned,True,16,"{""condition_number"":100.0,""profile"":""one_small""}",20000,20000,1.0,complete
260,random_conditioned:5e2483f030292e83,random_conditioned,True,16,"{""condition_number"":100.0,""profile"":""clustered""}",20000,20000,1.0,complete
261,random_conditioned:59554964dd17fd28,random_conditioned,True,16,"{""condition_number"":10000.0,""profile"":""geometric""}",20000,20000,1.0,complete
262,random_conditioned:9249e93b9b37b741,random_conditioned,True,16,"{""condition_number"":10000.0,""profile"":""one_small""}",20000,20000,1.0,complete
263,random_conditioned:24db10624cd06023,random_conditioned,True,16,"{""condition_number"":10000.0,""profile"":""clustered""}",20000,20000,1.0,complete
264,random_conditioned:ede4f08ad80ec7c0,random_conditioned,True,16,"{""condition_number"":1000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
265,random_conditioned:58959af1bd395489,random_conditioned,True,16,"{""condition_number"":1000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
266,random_conditioned:60b649f84d12d8bd,random_conditioned,True,16,"{""condition_number"":1000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
267,random_conditioned:d85a46ecb6e00d73,random_conditioned,True,16,"{""condition_number"":100000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
268,random_conditioned:be39cf2c9bb5dcd1,random_conditioned,True,16,"{""condition_number"":100000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
269,random_conditioned:c09b81d86321af6f,random_conditioned,True,16,"{""condition_number"":100000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
270,random_conditioned:37f6a61bc4687e9e,random_conditioned,True,16,"{""condition_number"":10000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
271,random_conditioned:33289cf8a89ff087,random_conditioned,True,16,"{""condition_number"":10000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
272,random_conditioned:d512272586bc7c53,random_conditioned,True,16,"{""condition_number"":10000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
273,random_conditioned:36337c2841740aff,random_conditioned,True,16,"{""condition_number"":1000000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
274,random_conditioned:982d888343062026,random_conditioned,True,16,"{""condition_number"":1000000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
275,random_conditioned:3868b8f4f35e5d1d,random_conditioned,True,16,"{""condition_number"":1000000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
276,random_conditioned:e026603158c7af35,random_conditioned,True,16,"{""condition_number"":100000000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
277,random_conditioned:5b19efd6ef2b5c0b,random_conditioned,True,16,"{""condition_number"":100000000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
278,random_conditioned:20591473a1bf5735,random_conditioned,True,16,"{""condition_number"":100000000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
279,random_conditioned:6ed2736ecab0398d,random_conditioned,True,16,"{""condition_number"":1.0,""profile"":""orthogonal""}",20000,20000,1.0,complete
280,hilbert:b9c548331ca110df,hilbert,False,16,{},1,1,1.0,complete
281,vandermonde:c75e7bcca1c1877c,vandermonde,False,16,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""equispaced""}",1,1,1.0,complete
282,vandermonde:ceedbcebccced4fc,vandermonde,False,16,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""equispaced""}",1,1,1.0,complete
283,vandermonde:e7c5154704c3d4c9,vandermonde,False,16,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""chebyshev""}",1,1,1.0,complete
284,vandermonde:df362d800fc64531,vandermonde,False,16,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""chebyshev""}",1,1,1.0,complete
285,vandermonde:1a694a5cc930f5b5,vandermonde,False,16,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""clustered_zero""}",1,1,1.0,complete
286,vandermonde:777568ed0dbc806c,vandermonde,False,16,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""clustered_zero""}",1,1,1.0,complete
287,vandermonde:b85fbb786a5eb62d,vandermonde,False,16,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""near_one""}",1,1,1.0,complete
288,vandermonde:bc1c5a7c363c1cb2,vandermonde,False,16,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""near_one""}",1,1,1.0,complete
289,vandermonde:d4c1dcf1fe7912e5,vandermonde,True,16,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""random""}",20000,20000,1.0,complete
290,vandermonde:0040369e0b8a027c,vandermonde,True,16,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""random""}",20000,20000,1.0,complete
291,kahan_type:4290efc4c47e83af,kahan_type,False,16,"{""column_scaling"":false,""theta"":0.1}",1,1,1.0,complete
292,kahan_type:e71b6f9fd30d0d35,kahan_type,False,16,"{""column_scaling"":true,""theta"":0.1}",1,1,1.0,complete
293,kahan_type:55976e314ebada33,kahan_type,False,16,"{""column_scaling"":false,""theta"":0.01}",1,1,1.0,complete
294,kahan_type:3d5fca4b09918941,kahan_type,False,16,"{""column_scaling"":true,""theta"":0.01}",1,1,1.0,complete
295,kahan_type:ea9d2f45216bcaa7,kahan_type,False,16,"{""column_scaling"":false,""theta"":0.001}",1,1,1.0,complete
296,kahan_type:033d150a3a538c2e,kahan_type,False,16,"{""column_scaling"":true,""theta"":0.001}",1,1,1.0,complete
297,kahan_type:bf657253a4babc02,kahan_type,False,16,"{""column_scaling"":false,""theta"":0.0001}",1,1,1.0,complete
298,kahan_type:7de370b15bdacd56,kahan_type,False,16,"{""column_scaling"":true,""theta"":0.0001}",1,1,1.0,complete
299,kahan_type:7411493e1f8f3a01,kahan_type,False,16,"{""column_scaling"":false,""theta"":1e-06}",1,1,1.0,complete
300,kahan_type:7f88c9d87a09d37c,kahan_type,False,16,"{""column_scaling"":true,""theta"":1e-06}",1,1,1.0,complete
301,kahan_type:3fcb70bbfebc9826,kahan_type,False,16,"{""column_scaling"":false,""theta"":1e-08}",1,1,1.0,complete
302,kahan_type:cb92209d4d47c312,kahan_type,False,16,"{""column_scaling"":true,""theta"":1e-08}",1,1,1.0,complete
303,kahan_type:cad9cb441519fc5b,kahan_type,False,16,"{""column_scaling"":false,""theta"":1e-10}",1,1,1.0,complete
304,kahan_type:ea85790adba5c3b2,kahan_type,False,16,"{""column_scaling"":true,""theta"":1e-10}",1,1,1.0,complete
305,kahan_type:ecb64b54443ddd5c,kahan_type,False,16,"{""column_scaling"":false,""theta"":1e-12}",1,1,1.0,complete
306,kahan_type:8457c94dc014b009,kahan_type,False,16,"{""column_scaling"":true,""theta"":1e-12}",1,1,1.0,complete
307,adversarial_rotation:b2c76300f74387b0,adversarial_rotation,False,16,"{""epsilon"":0.1}",1,1,1.0,complete
308,adversarial_rotation:37c4e5a022b50612,adversarial_rotation,False,16,"{""epsilon"":0.01}",1,1,1.0,complete
309,adversarial_rotation:fbc8efe02a7874dc,adversarial_rotation,False,16,"{""epsilon"":0.0001}",1,1,1.0,complete
310,adversarial_rotation:f7cff71dbc36bc98,adversarial_rotation,False,16,"{""epsilon"":1e-06}",1,1,1.0,complete
311,adversarial_rotation:ace807421641f23f,adversarial_rotation,False,16,"{""epsilon"":1e-08}",1,1,1.0,complete
312,adversarial_rotation:6f8f58222266e918,adversarial_rotation,False,16,"{""epsilon"":1e-10}",1,1,1.0,complete
313,adversarial_rotation:45392a8c926cd6a7,adversarial_rotation,False,16,"{""epsilon"":1e-12}",1,1,1.0,complete
314,adversarial_rotation:2cc9ff6f36ee55eb,adversarial_rotation,False,16,"{""epsilon"":1e-14}",1,1,1.0,complete
315,repeated_bad_pivots:ebddf4bf1bcd1f4b,repeated_bad_pivots,False,16,"{""decay"":1.0,""epsilon"":0.01}",1,1,1.0,complete
316,repeated_bad_pivots:22f815a7b3f93bb6,repeated_bad_pivots,False,16,"{""decay"":0.3,""epsilon"":0.01}",1,1,1.0,complete
317,repeated_bad_pivots:cf46139e6aa27490,repeated_bad_pivots,False,16,"{""decay"":0.1,""epsilon"":0.01}",1,1,1.0,complete
318,repeated_bad_pivots:221878ec2b94bb83,repeated_bad_pivots,False,16,"{""decay"":1.0,""epsilon"":1e-06}",1,1,1.0,complete
319,repeated_bad_pivots:142920ff1c832f8b,repeated_bad_pivots,False,16,"{""decay"":0.3,""epsilon"":1e-06}",1,1,1.0,complete
320,repeated_bad_pivots:1be3591d8f74c193,repeated_bad_pivots,False,16,"{""decay"":0.1,""epsilon"":1e-06}",1,1,1.0,complete
321,repeated_bad_pivots:34246cb149b429c4,repeated_bad_pivots,False,16,"{""decay"":1.0,""epsilon"":1e-10}",1,1,1.0,complete
322,repeated_bad_pivots:73c9e8040232fdc6,repeated_bad_pivots,False,16,"{""decay"":0.3,""epsilon"":1e-10}",1,1,1.0,complete
323,repeated_bad_pivots:14488bcb7546a054,repeated_bad_pivots,False,16,"{""decay"":0.1,""epsilon"":1e-10}",1,1,1.0,complete
324,scaled_adversarial:a1544dd12bfc380a,scaled_adversarial,True,16,"{""epsilon"":0.01,""scale_range"":2.0}",20000,20000,1.0,complete
325,scaled_adversarial:bfa61de27cbbe219,scaled_adversarial,True,16,"{""epsilon"":0.01,""scale_range"":4.0}",20000,20000,1.0,complete
326,scaled_adversarial:e73afbc25af72981,scaled_adversarial,True,16,"{""epsilon"":0.01,""scale_range"":8.0}",20000,20000,1.0,complete
327,scaled_adversarial:17741976c2dfbd54,scaled_adversarial,True,16,"{""epsilon"":0.01,""scale_range"":12.0}",20000,20000,1.0,complete
328,scaled_adversarial:1c7b58eee2ed258c,scaled_adversarial,True,16,"{""epsilon"":1e-06,""scale_range"":2.0}",20000,20000,1.0,complete
329,scaled_adversarial:4fa46c9b0730babb,scaled_adversarial,True,16,"{""epsilon"":1e-06,""scale_range"":4.0}",20000,20000,1.0,complete
330,scaled_adversarial:693a2410d358b3b1,scaled_adversarial,True,16,"{""epsilon"":1e-06,""scale_range"":8.0}",20000,20000,1.0,complete
331,scaled_adversarial:44cc26aec2af2f93,scaled_adversarial,True,16,"{""epsilon"":1e-06,""scale_range"":12.0}",20000,20000,1.0,complete
332,scaled_adversarial:47817f90b3ae7eb7,scaled_adversarial,True,16,"{""epsilon"":1e-10,""scale_range"":2.0}",20000,20000,1.0,complete
333,scaled_adversarial:4aad419250638d2a,scaled_adversarial,True,16,"{""epsilon"":1e-10,""scale_range"":4.0}",20000,20000,1.0,complete
334,scaled_adversarial:5d1019a4ba6f1410,scaled_adversarial,True,16,"{""epsilon"":1e-10,""scale_range"":8.0}",20000,20000,1.0,complete
335,scaled_adversarial:a7078d089ccfa660,scaled_adversarial,True,16,"{""epsilon"":1e-10,""scale_range"":12.0}",20000,20000,1.0,complete
336,row_diagonal_dominant_random:93e6f52ebdb3ac55,row_diagonal_dominant_random,True,16,"{""alpha"":0.5}",20000,20000,1.0,complete
